cause,icd_code,year,sex,deaths,population,crude_rate_per_100k
Other neurotic disorders (F48),F48,2019,female,0,25334826,0
Other neurotic disorders (F48),F48,2019,persons,0,25334826,0
Other neurotic disorders (F48),F48,2020,male,1,25649248,0.0038987497801105126
Other neurotic disorders (F48),F48,2020,female,0,25649248,0
Other neurotic disorders (F48),F48,2020,persons,1,25649248,0.0038987497801105126
Other neurotic disorders (F48),F48,2021,male,0,25685412,0
Other neurotic disorders (F48),F48,2021,female,0,25685412,0
Other neurotic disorders (F48),F48,2021,persons,0,25685412,0
Other neurotic disorders (F48),F48,2022,male,0,26018721,0
Other neurotic disorders (F48),F48,2022,female,0,26018721,0
Other neurotic disorders (F48),F48,2022,persons,0,26018721,0
Other neurotic disorders (F48),F48,2023,male,0,26659922,0
Other neurotic disorders (F48),F48,2023,female,0,26659922,0
Other neurotic disorders (F48),F48,2023,persons,0,26659922,0
Other neurotic disorders (F48),F48,2024,male,0,27194286,0
Other neurotic disorders (F48),F48,2024,female,0,27194286,0
Other neurotic disorders (F48),F48,2024,persons,0,27194286,0
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2014,male,3,23475686,0.012779179275101908
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2014,female,7,23475686,0.029818084975237785
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2014,persons,10,23475686,0.04259726425033969
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2015,male,1,23815995,0.004198858792168877
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2015,female,11,23815995,0.04618744671385764
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2015,persons,12,23815995,0.05038630550602652
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2016,male,2,24190907,0.008267569297835753
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2016,female,13,24190907,0.05373920043593239
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2016,persons,15,24190907,0.06200676973376815
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2017,male,1,24592588,0.004066265819603857
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2017,female,13,24592588,0.052861455654850155
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2017,persons,14,24592588,0.05692772147445401
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2018,male,1,24963258,0.004005887372553695
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2018,female,7,24963258,0.02804121160787586
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2018,persons,8,24963258,0.03204709898042956
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2019,male,1,25334826,0.003947135851653373
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2019,female,15,25334826,0.05920703777480058
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2019,persons,16,25334826,0.06315417362645397
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2020,male,1,25649248,0.0038987497801105126
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2020,female,11,25649248,0.04288624758121564
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2020,persons,12,25649248,0.04678499736132615
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2021,male,4,25685412,0.015573042005321931
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2021,female,15,25685412,0.058398907519957244
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2021,persons,19,25685412,0.07397194952527918
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2022,male,2,26018721,0.007686772920160065
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2022,female,16,26018721,0.06149418336128052
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2022,persons,18,26018721,0.06918095628144058
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2023,male,1,26659922,0.0037509487087021487
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2023,female,21,26659922,0.07876992288274512
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2023,persons,22,26659922,0.08252087159144726
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2024,male,3,27194286,0.011031729239002634
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2024,female,13,27194286,0.047804160035678084
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),F50-F59,2024,persons,16,27194286,0.05883588927468072
Eating disorders (F50),F50,2014,male,3,23475686,0.012779179275101908
Eating disorders (F50),F50,2014,female,5,23475686,0.021298632125169845
Eating disorders (F50),F50,2014,persons,8,23475686,0.03407781140027175
Eating disorders (F50),F50,2015,male,1,23815995,0.004198858792168877
Eating disorders (F50),F50,2015,female,10,23815995,0.04198858792168876
Eating disorders (F50),F50,2015,persons,11,23815995,0.04618744671385764
Eating disorders (F50),F50,2016,male,1,24190907,0.004133784648917877
Eating disorders (F50),F50,2016,female,13,24190907,0.05373920043593239
Eating disorders (F50),F50,2016,persons,14,24190907,0.05787298508485027
Eating disorders (F50),F50,2017,male,0,24592588,0
Eating disorders (F50),F50,2017,female,12,24592588,0.04879518983524629
Eating disorders (F50),F50,2017,persons,12,24592588,0.04879518983524629
Eating disorders (F50),F50,2018,male,0,24963258,0
Eating disorders (F50),F50,2018,female,7,24963258,0.02804121160787586
Eating disorders (F50),F50,2018,persons,7,24963258,0.02804121160787586
Eating disorders (F50),F50,2019,male,1,25334826,0.003947135851653373
Eating disorders (F50),F50,2019,female,15,25334826,0.05920703777480058
Eating disorders (F50),F50,2019,persons,16,25334826,0.06315417362645397
Eating disorders (F50),F50,2020,male,0,25649248,0
Eating disorders (F50),F50,2020,female,11,25649248,0.04288624758121564
Eating disorders (F50),F50,2020,persons,11,25649248,0.04288624758121564
Eating disorders (F50),F50,2021,male,2,25685412,0.0077865210026609654
Eating disorders (F50),F50,2021,female,15,25685412,0.058398907519957244
Eating disorders (F50),F50,2021,persons,17,25685412,0.0661854285226182
Eating disorders (F50),F50,2022,male,1,26018721,0.0038433864600800325
Eating disorders (F50),F50,2022,female,16,26018721,0.06149418336128052
Eating disorders (F50),F50,2022,persons,17,26018721,0.06533756982136055
Eating disorders (F50),F50,2023,male,1,26659922,0.0037509487087021487
Eating disorders (F50),F50,2023,female,20,26659922,0.07501897417404298
Eating disorders (F50),F50,2023,persons,21,26659922,0.07876992288274512
Eating disorders (F50),F50,2024,male,2,27194286,0.00735448615933509
Eating disorders (F50),F50,2024,female,13,27194286,0.047804160035678084
Eating disorders (F50),F50,2024,persons,15,27194286,0.05515864619501317
Nonorganic sleep disorders (F51),F51,2014,male,0,23475686,0
Nonorganic sleep disorders (F51),F51,2014,female,0,23475686,0
Nonorganic sleep disorders (F51),F51,2014,persons,0,23475686,0
Nonorganic sleep disorders (F51),F51,2015,male,0,23815995,0
Nonorganic sleep disorders (F51),F51,2015,female,0,23815995,0
Nonorganic sleep disorders (F51),F51,2015,persons,0,23815995,0
Nonorganic sleep disorders (F51),F51,2016,male,0,24190907,0
Nonorganic sleep disorders (F51),F51,2016,female,0,24190907,0
Nonorganic sleep disorders (F51),F51,2016,persons,0,24190907,0
Nonorganic sleep disorders (F51),F51,2017,male,0,24592588,0
Nonorganic sleep disorders (F51),F51,2017,female,0,24592588,0
Nonorganic sleep disorders (F51),F51,2017,persons,0,24592588,0
Nonorganic sleep disorders (F51),F51,2018,male,0,24963258,0
Nonorganic sleep disorders (F51),F51,2018,female,0,24963258,0
Nonorganic sleep disorders (F51),F51,2018,persons,0,24963258,0
Nonorganic sleep disorders (F51),F51,2019,male,0,25334826,0
Nonorganic sleep disorders (F51),F51,2019,female,0,25334826,0
Nonorganic sleep disorders (F51),F51,2019,persons,0,25334826,0
Nonorganic sleep disorders (F51),F51,2020,male,0,25649248,0
Nonorganic sleep disorders (F51),F51,2020,female,0,25649248,0
Nonorganic sleep disorders (F51),F51,2020,persons,0,25649248,0
Nonorganic sleep disorders (F51),F51,2021,male,0,25685412,0
Nonorganic sleep disorders (F51),F51,2021,female,0,25685412,0
Nonorganic sleep disorders (F51),F51,2021,persons,0,25685412,0
Nonorganic sleep disorders (F51),F51,2022,male,0,26018721,0
Nonorganic sleep disorders (F51),F51,2022,female,0,26018721,0
Nonorganic sleep disorders (F51),F51,2022,persons,0,26018721,0
Nonorganic sleep disorders (F51),F51,2023,male,0,26659922,0
Nonorganic sleep disorders (F51),F51,2023,female,0,26659922,0
Nonorganic sleep disorders (F51),F51,2023,persons,0,26659922,0
Nonorganic sleep disorders (F51),F51,2024,male,0,27194286,0
Nonorganic sleep disorders (F51),F51,2024,female,0,27194286,0
Nonorganic sleep disorders (F51),F51,2024,persons,0,27194286,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2014,male,0,23475686,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2014,female,0,23475686,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2014,persons,0,23475686,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2015,male,0,23815995,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2015,female,0,23815995,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2015,persons,0,23815995,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2016,male,0,24190907,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2016,female,0,24190907,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2016,persons,0,24190907,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2017,male,0,24592588,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2017,female,0,24592588,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2017,persons,0,24592588,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2018,male,0,24963258,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2018,female,0,24963258,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2018,persons,0,24963258,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2019,male,0,25334826,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2019,female,0,25334826,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2019,persons,0,25334826,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2020,male,0,25649248,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2020,female,0,25649248,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2020,persons,0,25649248,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2021,male,0,25685412,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2021,female,0,25685412,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2021,persons,0,25685412,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2022,male,0,26018721,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2022,female,0,26018721,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2022,persons,0,26018721,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2023,male,0,26659922,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2023,female,0,26659922,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2023,persons,0,26659922,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2024,male,0,27194286,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2024,female,0,27194286,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",F52,2024,persons,0,27194286,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2014,male,0,23475686,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2014,female,0,23475686,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2014,persons,0,23475686,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2015,male,0,23815995,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2015,female,0,23815995,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2015,persons,0,23815995,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2016,male,0,24190907,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2016,female,0,24190907,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2016,persons,0,24190907,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2017,male,0,24592588,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2017,female,1,24592588,0.004066265819603857
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2017,persons,1,24592588,0.004066265819603857
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2018,male,0,24963258,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2018,female,0,24963258,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2018,persons,0,24963258,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2019,male,0,25334826,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2019,female,0,25334826,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2019,persons,0,25334826,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2020,male,0,25649248,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2020,female,0,25649248,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2020,persons,0,25649248,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2021,male,0,25685412,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2021,female,0,25685412,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2021,persons,0,25685412,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2022,male,0,26018721,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2022,female,0,26018721,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2022,persons,0,26018721,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2023,male,0,26659922,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2023,female,0,26659922,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2023,persons,0,26659922,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2024,male,0,27194286,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2024,female,0,27194286,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",F53,2024,persons,0,27194286,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2014,male,0,23475686,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2014,female,1,23475686,0.004259726425033969
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2014,persons,1,23475686,0.004259726425033969
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2015,male,0,23815995,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2015,female,1,23815995,0.004198858792168877
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2015,persons,1,23815995,0.004198858792168877
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2016,male,0,24190907,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2016,female,0,24190907,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2016,persons,0,24190907,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2017,male,0,24592588,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2017,female,0,24592588,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2017,persons,0,24592588,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2018,male,0,24963258,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2018,female,0,24963258,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2018,persons,0,24963258,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2019,male,0,25334826,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2019,female,0,25334826,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2019,persons,0,25334826,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2020,male,0,25649248,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2020,female,0,25649248,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2020,persons,0,25649248,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2021,male,1,25685412,0.0038932605013304827
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2021,female,0,25685412,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2021,persons,1,25685412,0.0038932605013304827
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2022,male,0,26018721,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2022,female,0,26018721,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2022,persons,0,26018721,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2023,male,0,26659922,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2023,female,1,26659922,0.0037509487087021487
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2023,persons,1,26659922,0.0037509487087021487
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2024,male,0,27194286,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2024,female,0,27194286,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),F54,2024,persons,0,27194286,0
Abuse of non-dependence-producing substances (F55),F55,2014,male,0,23475686,0
Abuse of non-dependence-producing substances (F55),F55,2014,female,1,23475686,0.004259726425033969
Abuse of non-dependence-producing substances (F55),F55,2014,persons,1,23475686,0.004259726425033969
Abuse of non-dependence-producing substances (F55),F55,2015,male,0,23815995,0
Abuse of non-dependence-producing substances (F55),F55,2015,female,0,23815995,0
Abuse of non-dependence-producing substances (F55),F55,2015,persons,0,23815995,0
Abuse of non-dependence-producing substances (F55),F55,2016,male,1,24190907,0.004133784648917877
Abuse of non-dependence-producing substances (F55),F55,2016,female,0,24190907,0
Abuse of non-dependence-producing substances (F55),F55,2016,persons,1,24190907,0.004133784648917877
Abuse of non-dependence-producing substances (F55),F55,2017,male,1,24592588,0.004066265819603857
Abuse of non-dependence-producing substances (F55),F55,2017,female,0,24592588,0
Abuse of non-dependence-producing substances (F55),F55,2017,persons,1,24592588,0.004066265819603857
Abuse of non-dependence-producing substances (F55),F55,2018,male,1,24963258,0.004005887372553695
Abuse of non-dependence-producing substances (F55),F55,2018,female,0,24963258,0
Abuse of non-dependence-producing substances (F55),F55,2018,persons,1,24963258,0.004005887372553695
Abuse of non-dependence-producing substances (F55),F55,2019,male,0,25334826,0
Abuse of non-dependence-producing substances (F55),F55,2019,female,0,25334826,0
Abuse of non-dependence-producing substances (F55),F55,2019,persons,0,25334826,0
Abuse of non-dependence-producing substances (F55),F55,2020,male,1,25649248,0.0038987497801105126
Abuse of non-dependence-producing substances (F55),F55,2020,female,0,25649248,0
Abuse of non-dependence-producing substances (F55),F55,2020,persons,1,25649248,0.0038987497801105126
Abuse of non-dependence-producing substances (F55),F55,2021,male,1,25685412,0.0038932605013304827
Abuse of non-dependence-producing substances (F55),F55,2021,female,0,25685412,0
Abuse of non-dependence-producing substances (F55),F55,2021,persons,1,25685412,0.0038932605013304827
Abuse of non-dependence-producing substances (F55),F55,2022,male,1,26018721,0.0038433864600800325
Abuse of non-dependence-producing substances (F55),F55,2022,female,0,26018721,0
Abuse of non-dependence-producing substances (F55),F55,2022,persons,1,26018721,0.0038433864600800325
Abuse of non-dependence-producing substances (F55),F55,2023,male,0,26659922,0
Abuse of non-dependence-producing substances (F55),F55,2023,female,0,26659922,0
Abuse of non-dependence-producing substances (F55),F55,2023,persons,0,26659922,0
Abuse of non-dependence-producing substances (F55),F55,2024,male,1,27194286,0.003677243079667545
Abuse of non-dependence-producing substances (F55),F55,2024,female,0,27194286,0
Abuse of non-dependence-producing substances (F55),F55,2024,persons,1,27194286,0.003677243079667545
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2014,male,0,23475686,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2014,female,0,23475686,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2014,persons,0,23475686,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2015,male,0,23815995,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2015,female,0,23815995,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2015,persons,0,23815995,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2016,male,0,24190907,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2016,female,0,24190907,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2016,persons,0,24190907,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2017,male,0,24592588,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2017,female,0,24592588,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2017,persons,0,24592588,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2018,male,0,24963258,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2018,female,0,24963258,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2018,persons,0,24963258,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2019,male,0,25334826,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2019,female,0,25334826,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2019,persons,0,25334826,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2020,male,0,25649248,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2020,female,0,25649248,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2020,persons,0,25649248,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2021,male,0,25685412,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2021,female,0,25685412,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2021,persons,0,25685412,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2022,male,0,26018721,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2022,female,0,26018721,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2022,persons,0,26018721,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2023,male,0,26659922,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2023,female,0,26659922,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2023,persons,0,26659922,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2024,male,0,27194286,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2024,female,0,27194286,0
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),F59,2024,persons,0,27194286,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2014,male,0,23475686,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2014,female,0,23475686,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2014,persons,0,23475686,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2015,male,1,23815995,0.004198858792168877
Disorders of adult personality and behaviour (F60-F69),F60-F69,2015,female,0,23815995,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2015,persons,1,23815995,0.004198858792168877
Disorders of adult personality and behaviour (F60-F69),F60-F69,2016,male,0,24190907,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2016,female,0,24190907,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2016,persons,0,24190907,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2017,male,0,24592588,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2017,female,0,24592588,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2017,persons,0,24592588,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2018,male,0,24963258,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2018,female,1,24963258,0.004005887372553695
Disorders of adult personality and behaviour (F60-F69),F60-F69,2018,persons,1,24963258,0.004005887372553695
Disorders of adult personality and behaviour (F60-F69),F60-F69,2019,male,0,25334826,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2019,female,0,25334826,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2019,persons,0,25334826,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2020,male,0,25649248,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2020,female,0,25649248,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2020,persons,0,25649248,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2021,male,0,25685412,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2021,female,0,25685412,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2021,persons,0,25685412,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2022,male,0,26018721,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2022,female,0,26018721,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2022,persons,0,26018721,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2023,male,1,26659922,0.0037509487087021487
Disorders of adult personality and behaviour (F60-F69),F60-F69,2023,female,0,26659922,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2023,persons,1,26659922,0.0037509487087021487
Disorders of adult personality and behaviour (F60-F69),F60-F69,2024,male,1,27194286,0.003677243079667545
Disorders of adult personality and behaviour (F60-F69),F60-F69,2024,female,0,27194286,0
Disorders of adult personality and behaviour (F60-F69),F60-F69,2024,persons,1,27194286,0.003677243079667545
Specific personality disorders (F60),F60,2014,male,0,23475686,0
Specific personality disorders (F60),F60,2014,female,0,23475686,0
Specific personality disorders (F60),F60,2014,persons,0,23475686,0
Specific personality disorders (F60),F60,2015,male,1,23815995,0.004198858792168877
Specific personality disorders (F60),F60,2015,female,0,23815995,0
Specific personality disorders (F60),F60,2015,persons,1,23815995,0.004198858792168877
Specific personality disorders (F60),F60,2016,male,0,24190907,0
Specific personality disorders (F60),F60,2016,female,0,24190907,0
Specific personality disorders (F60),F60,2016,persons,0,24190907,0
Specific personality disorders (F60),F60,2017,male,0,24592588,0
Specific personality disorders (F60),F60,2017,female,0,24592588,0
