cause_icd10,n_male,n_female,n_persons,crude_rate_male,crude_rate_female,crude_rate_persons,asr_male,asr_female,asr_persons,ypll_male,ypll_female,ypll_persons,state,state_abbr,year,icd10_code,cause_name,is_chapter,is_total
Dissociative [conversion] disorders (F44),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F44,Dissociative [conversion] disorders,FALSE,FALSE
Somatoform disorders (F45),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F45,Somatoform disorders,FALSE,FALSE
Other neurotic disorders (F48),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F48,Other neurotic disorders,FALSE,FALSE
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),0,1,4,NA,NA,NA,NA,NA,NA,—,np,np,Queensland,QLD,2024,F50-F59,Behavioural syndromes associated with physiological disturbances and physical factors,FALSE,FALSE
Eating disorders (F50),0,2,1,NA,NA,NA,NA,NA,NA,—,np,np,Queensland,QLD,2024,F50,Eating disorders,FALSE,FALSE
Nonorganic sleep disorders (F51),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F51,Nonorganic sleep disorders,FALSE,FALSE
"Sexual dysfunction, not caused by organic disorder or disease (F52)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F52,"Sexual dysfunction, not caused by organic disorder or disease",FALSE,FALSE
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",FALSE,FALSE
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F54,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,FALSE,FALSE
Abuse of non-dependence-producing substances (F55),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F55,Abuse of non-dependence-producing substances,FALSE,FALSE
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F59,Unspecified behavioural syndromes associated with physiological disturbances and physical factors,FALSE,FALSE
Disorders of adult personality and behaviour (F60-F69),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F60-F69,Disorders of adult personality and behaviour,FALSE,FALSE
Specific personality disorders (F60),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F60,Specific personality disorders,FALSE,FALSE
Mixed and other personality disorders (F61),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F61,Mixed and other personality disorders,FALSE,FALSE
"Enduring personality changes, not attributable to brain damage and disease (F62)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F62,"Enduring personality changes, not attributable to brain damage and disease",FALSE,FALSE
Habit and impulse disorders (F63),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F63,Habit and impulse disorders,FALSE,FALSE
Gender identity disorders (F64),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F64,Gender identity disorders,FALSE,FALSE
Disorders of sexual preference (F65),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F65,Disorders of sexual preference,FALSE,FALSE
Psychological and behavioural disorders associated with sexual development and orientation (F66),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F66,Psychological and behavioural disorders associated with sexual development and orientation,FALSE,FALSE
Other disorders of adult personality and behaviour (F68),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F68,Other disorders of adult personality and behaviour,FALSE,FALSE
Unspecified disorder of adult personality and behaviour (F69),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F69,Unspecified disorder of adult personality and behaviour,FALSE,FALSE
Mental retardation (F70-F79),0,2,1,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F70-F79,Mental retardation,FALSE,FALSE
Mild mental retardation (F70),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F70,Mild mental retardation,FALSE,FALSE
Moderate mental retardation (F71),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F71,Moderate mental retardation,FALSE,FALSE
Severe mental retardation (F72),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F72,Severe mental retardation,FALSE,FALSE
Profound mental retardation (F73),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F73,Profound mental retardation,FALSE,FALSE
Other mental retardation (F78),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F78,Other mental retardation,FALSE,FALSE
Unspecified mental retardation (F79),0,4,1,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F79,Unspecified mental retardation,FALSE,FALSE
Disorders of psychological development (F80-F89),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F80-F89,Disorders of psychological development,FALSE,FALSE
Specific developmental disorders of speech and language (F80),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F80,Specific developmental disorders of speech and language,FALSE,FALSE
Specific developmental disorders of scholastic skills (F81),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F81,Specific developmental disorders of scholastic skills,FALSE,FALSE
Specific developmental disorder of motor function (F82),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F82,Specific developmental disorder of motor function,FALSE,FALSE
Mixed specific developmental disorders (F83),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F83,Mixed specific developmental disorders,FALSE,FALSE
Pervasive developmental disorders (F84),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F84,Pervasive developmental disorders,FALSE,FALSE
Other disorders of psychological development (F88),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F88,Other disorders of psychological development,FALSE,FALSE
Unspecified disorder of psychological development (F89),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F89,Unspecified disorder of psychological development,FALSE,FALSE
Behavioural and emotional disorders with onset usually occurring in childhood and adolescence (F90-F98),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F90-F98,Behavioural and emotional disorders with onset usually occurring in childhood and adolescence,FALSE,FALSE
Hyperkinetic disorders (F90),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F90,Hyperkinetic disorders,FALSE,FALSE
Conduct disorders (F91),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F91,Conduct disorders,FALSE,FALSE
Mixed disorders of conduct and emotions (F92),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F92,Mixed disorders of conduct and emotions,FALSE,FALSE
Emotional disorders with onset specific to childhood (F93),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F93,Emotional disorders with onset specific to childhood,FALSE,FALSE
Disorders of social functioning with onset specific to childhood and adolescence (F94),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F94,Disorders of social functioning with onset specific to childhood and adolescence,FALSE,FALSE
Tic disorders (F95),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F95,Tic disorders,FALSE,FALSE
Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence (F98),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,FALSE,FALSE
Unspecified mental disorder (F99-F99),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F99-F99,Unspecified mental disorder,FALSE,FALSE
"Mental disorder, not otherwise specified (F99)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,F99,"Mental disorder, not otherwise specified",FALSE,FALSE
CHAPTER VI Diseases of the nervous system (G00-G99),1205,1255,2460,43.55773822196951,44.505455730547304,44.03612967530336,36,30.5,33.1,4582,3841,8401,Queensland,QLD,2024,G00-G99,CHAPTER VI Diseases of the nervous system,TRUE,FALSE
Inflammatory diseases of the central nervous system (G00-G09),21,13,34,0.7590975125820413,0.4610126888423227,0.6086294345367131,0.6,NA,0.5,106,269,368,Queensland,QLD,2024,G00-G09,Inflammatory diseases of the central nervous system,FALSE,FALSE
"Bacterial meningitis, not elsewhere classified (G00)",3,3,3,NA,NA,NA,NA,NA,NA,np,np,np,Queensland,QLD,2024,G00,"Bacterial meningitis, not elsewhere classified",FALSE,FALSE
Meningitis due to other and unspecified causes (G03),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G03,Meningitis due to other and unspecified causes,FALSE,FALSE
"Encephalitis, myelitis and encephalomyelitis (G04)",12,10,22,0.4337700071897379,0.35462514526332517,0.3938190458766967,NA,NA,0.3,30,181,206,Queensland,QLD,2024,G04,"Encephalitis, myelitis and encephalomyelitis",FALSE,FALSE
Intracranial and intraspinal abscess and granuloma (G06),5,4,6,0.1807375029957241,NA,0.10740519433000818,NA,NA,NA,np,np,np,Queensland,QLD,2024,G06,Intracranial and intraspinal abscess and granuloma,FALSE,FALSE
Intracranial and intraspinal phlebitis and thrombophlebitis (G08),3,0,1,NA,NA,NA,NA,NA,NA,np,—,np,Queensland,QLD,2024,G08,Intracranial and intraspinal phlebitis and thrombophlebitis,FALSE,FALSE
Sequelae of inflammatory diseases of central nervous system (G09),1,3,1,NA,NA,NA,NA,NA,NA,np,np,np,Queensland,QLD,2024,G09,Sequelae of inflammatory diseases of central nervous system,FALSE,FALSE
Systemic atrophies primarily affecting the central nervous system (G10-G14),96,92,188,3.4701600575179032,3.2625513364225913,3.3653627556735897,2.8,2.5,2.6,878,793,1674,Queensland,QLD,2024,G10-G14,Systemic atrophies primarily affecting the central nervous system,FALSE,FALSE
Huntington disease (G10),3,11,15,NA,0.39008765978965765,0.2685129858250205,NA,NA,NA,np,88,165,Queensland,QLD,2024,G10,Huntington disease,FALSE,FALSE
Hereditary ataxia (G11),5,3,9,0.1807375029957241,NA,0.16110779149501228,NA,NA,NA,157,np,217,Queensland,QLD,2024,G11,Hereditary ataxia,FALSE,FALSE
Spinal muscular atrophy and related syndromes (G12),87,76,163,3.1448325521255995,2.695151104001271,2.9178411126318893,2.6,2,2.3,645,649,1293,Queensland,QLD,2024,G12,Spinal muscular atrophy and related syndromes,FALSE,FALSE
Postpolio syndrome (G14),0,2,2,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G14,Postpolio syndrome,FALSE,FALSE
Extrapyramidal and movement disorders (G20-G26),384,253,637,13.880640230071613,8.972016175162125,11.402851464702536,11.3,6.1,8.4,532,378,904,Queensland,QLD,2024,G20-G26,Extrapyramidal and movement disorders,FALSE,FALSE
Parkinson disease (G20),348,213,561,12.579330208502398,7.553515594108825,10.042385669855767,10.2,5,7.4,357,219,572,Queensland,QLD,2024,G20,Parkinson disease,FALSE,FALSE
Secondary parkinsonism (G21),4,4,1,NA,NA,NA,NA,NA,NA,—,np,np,Queensland,QLD,2024,G21,Secondary parkinsonism,FALSE,FALSE
Other degenerative diseases of basal ganglia (G23),33,38,71,1.192867519771779,1.3475755520006354,1.2709614662384303,1,1,1,169,155,324,Queensland,QLD,2024,G23,Other degenerative diseases of basal ganglia,FALSE,FALSE
Dystonia (G24),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G24,Dystonia,FALSE,FALSE
Other extrapyramidal and movement disorders (G25),2,0,2,NA,NA,NA,NA,NA,NA,np,—,np,Queensland,QLD,2024,G25,Other extrapyramidal and movement disorders,FALSE,FALSE
Other degenerative diseases of the nervous system (G30-G32),518,757,1275,18.724405310357017,26.84512349643371,22.82360379512674,15.5,17.7,16.8,599,611,1213,Queensland,QLD,2024,G30-G32,Other degenerative diseases of the nervous system,FALSE,FALSE
Alzheimer disease (G30),430,689,1119,15.543425257632274,24.4336725086431,20.031068742546527,12.9,16,14.7,312,428,743,Queensland,QLD,2024,G30,Alzheimer disease,FALSE,FALSE
"Other degenerative diseases of nervous system, not elsewhere classified (G31)",88,68,156,3.1809800527247445,2.411450987790611,2.7925350525802126,2.6,1.7,2.1,287,183,471,Queensland,QLD,2024,G31,"Other degenerative diseases of nervous system, not elsewhere classified",FALSE,FALSE
Demyelinating diseases of the central nervous system (G35-G37),14,28,42,0.5060650083880275,0.9929504067373104,0.7518363603100573,NA,0.7,0.6,95,186,282,Queensland,QLD,2024,G35-G37,Demyelinating diseases of the central nervous system,FALSE,FALSE
Multiple sclerosis (G35),12,27,39,0.4337700071897379,0.9574878922109779,0.6981337631450532,NA,0.7,0.5,88,186,276,Queensland,QLD,2024,G35,Multiple sclerosis,FALSE,FALSE
Other acute disseminated demyelination (G36),0,3,1,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G36,Other acute disseminated demyelination,FALSE,FALSE
Other demyelinating diseases of central nervous system (G37),3,0,2,NA,NA,NA,NA,NA,NA,np,—,np,Queensland,QLD,2024,G37,Other demyelinating diseases of central nervous system,FALSE,FALSE
Episodic and paroxysmal disorders (G40-G47),61,35,96,2.2049975365478343,1.2411880084216378,1.718483109280131,2,1,1.4,902,494,1387,Queensland,QLD,2024,G40-G47,Episodic and paroxysmal disorders,FALSE,FALSE
Epilepsy (G40),30,19,49,1.0844250179743447,0.6737877760003177,0.8771424203617335,1,NA,0.8,687,410,1090,Queensland,QLD,2024,G40,Epilepsy,FALSE,FALSE
Status epilepticus (G41),14,9,23,0.5060650083880275,0.31916263073699264,0.4117199115983647,NA,NA,0.3,69,np,119,Queensland,QLD,2024,G41,Status epilepticus,FALSE,FALSE
Migraine (G43),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G43,Migraine,FALSE,FALSE
Other headache syndromes (G44),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G44,Other headache syndromes,FALSE,FALSE
Transient cerebral ischaemic attacks and related syndromes (G45),1,1,2,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G45,Transient cerebral ischaemic attacks and related syndromes,FALSE,FALSE
Sleep disorders (G47),15,6,21,0.5422125089871723,0.21277508715799506,0.37591818015502865,NA,NA,0.3,147,np,178,Queensland,QLD,2024,G47,Sleep disorders,FALSE,FALSE
"Nerve, nerve root and plexus disorders (G50-G59)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G50-G59,"Nerve, nerve root and plexus disorders",FALSE,FALSE
Disorders of trigeminal nerve (G50),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G50,Disorders of trigeminal nerve,FALSE,FALSE
Facial nerve disorders (G51),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G51,Facial nerve disorders,FALSE,FALSE
Disorders of other cranial nerves (G52),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G52,Disorders of other cranial nerves,FALSE,FALSE
Nerve root and plexus disorders (G54),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G54,Nerve root and plexus disorders,FALSE,FALSE
Mononeuropathies of upper limb (G56),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G56,Mononeuropathies of upper limb,FALSE,FALSE
Mononeuropathies of lower limb (G57),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G57,Mononeuropathies of lower limb,FALSE,FALSE
Other mononeuropathies (G58),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G58,Other mononeuropathies,FALSE,FALSE
Polyneuropathies and other disorders of the peripheral nervous system (G60-G64),8,9,17,0.2891800047931586,0.31916263073699264,0.30431471726835657,NA,NA,NA,40,30,70,Queensland,QLD,2024,G60-G64,Polyneuropathies and other disorders of the peripheral nervous system,FALSE,FALSE
Hereditary and idiopathic neuropathy (G60),4,0,3,NA,NA,NA,NA,NA,NA,np,—,np,Queensland,QLD,2024,G60,Hereditary and idiopathic neuropathy,FALSE,FALSE
Inflammatory polyneuropathy (G61),6,4,10,0.21688500359486895,NA,0.1790086572166803,NA,NA,NA,24,np,32,Queensland,QLD,2024,G61,Inflammatory polyneuropathy,FALSE,FALSE
Other polyneuropathies (G62),2,5,6,NA,0.17731257263166258,0.10740519433000818,NA,NA,NA,—,np,np,Queensland,QLD,2024,G62,Other polyneuropathies,FALSE,FALSE
Other disorders of peripheral nervous system (G64),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G64,Other disorders of peripheral nervous system,FALSE,FALSE
Diseases of myoneural junction and muscle (G70-G73),38,20,58,1.3736050227675034,0.7092502905266503,1.0382502118567458,1.2,0.6,0.9,407,229,641,Queensland,QLD,2024,G70-G73,Diseases of myoneural junction and muscle,FALSE,FALSE
Myasthenia gravis and other myoneural disorders (G70),11,7,18,0.39762250659059306,0.2482376016843276,0.32221558299002456,NA,NA,NA,np,np,np,Queensland,QLD,2024,G70,Myasthenia gravis and other myoneural disorders,FALSE,FALSE
Primary disorders of muscles (G71),19,10,29,0.6868025113837517,0.35462514526332517,0.5191251059283729,NA,NA,0.5,330,176,511,Queensland,QLD,2024,G71,Primary disorders of muscles,FALSE,FALSE
Other myopathies (G72),8,2,11,0.2891800047931586,NA,0.19690952293834835,NA,NA,NA,68,np,76,Queensland,QLD,2024,G72,Other myopathies,FALSE,FALSE
Cerebral palsy and other paralytic syndromes (G80-G83),23,21,44,0.831392513780331,0.7447128050529828,0.7876380917533934,0.7,0.7,0.7,414,547,954,Queensland,QLD,2024,G80-G83,Cerebral palsy and other paralytic syndromes,FALSE,FALSE
Cerebral palsy (G80),10,14,24,0.3614750059914482,0.4964752033686552,0.42962077732003273,NA,NA,0.4,318,542,855,Queensland,QLD,2024,G80,Cerebral palsy,FALSE,FALSE
Hemiplegia (G81),0,2,3,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G81,Hemiplegia,FALSE,FALSE
Paraplegia and tetraplegia (G82),11,5,16,0.39762250659059306,0.17731257263166258,0.28641385154668847,NA,NA,NA,94,np,97,Queensland,QLD,2024,G82,Paraplegia and tetraplegia,FALSE,FALSE
Other paralytic syndromes (G83),2,2,2,NA,NA,NA,NA,NA,NA,np,—,np,Queensland,QLD,2024,G83,Other paralytic syndromes,FALSE,FALSE
Other disorders of the nervous system (G90-G99),42,27,69,1.5181950251640826,0.9574878922109779,1.2351597347950942,1.3,0.7,1,610,304,907,Queensland,QLD,2024,G90-G99,Other disorders of the nervous system,FALSE,FALSE
Disorders of autonomic nervous system (G90),3,1,3,NA,NA,NA,NA,NA,NA,np,np,np,Queensland,QLD,2024,G90,Disorders of autonomic nervous system,FALSE,FALSE
Hydrocephalus (G91),2,4,7,NA,NA,0.12530606005167622,NA,NA,NA,np,np,np,Queensland,QLD,2024,G91,Hydrocephalus,FALSE,FALSE
Toxic encephalopathy (G92),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G92,Toxic encephalopathy,FALSE,FALSE
Other disorders of brain (G93),30,15,45,1.0844250179743447,0.5319377178949877,0.8055389574750614,1,NA,0.7,509,210,712,Queensland,QLD,2024,G93,Other disorders of brain,FALSE,FALSE
Other diseases of spinal cord (G95),5,3,7,0.1807375029957241,NA,0.12530606005167622,NA,NA,NA,np,—,np,Queensland,QLD,2024,G95,Other diseases of spinal cord,FALSE,FALSE
Other disorders of central nervous system (G96),1,5,7,NA,0.17731257263166258,0.12530606005167622,NA,NA,NA,np,41,75,Queensland,QLD,2024,G96,Other disorders of central nervous system,FALSE,FALSE
"Postprocedural disorders of nervous system, not elsewhere classified (G97)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G97,"Postprocedural disorders of nervous system, not elsewhere classified",FALSE,FALSE
"Other disorders of nervous system, not elsewhere classified (G98)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,G98,"Other disorders of nervous system, not elsewhere classified",FALSE,FALSE
CHAPTER VII Diseases of the eye and adnexa (H00-H59),0,3,3,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H00-H59,CHAPTER VII Diseases of the eye and adnexa,TRUE,FALSE
"Disorders of eyelid, lacrimal system and orbit (H00-H06)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H00-H06,"Disorders of eyelid, lacrimal system and orbit",FALSE,FALSE
Hordeolum and chalazion (H00),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H00,Hordeolum and chalazion,FALSE,FALSE
Other inflammation of eyelid (H01),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H01,Other inflammation of eyelid,FALSE,FALSE
Other disorders of eyelid (H02),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H02,Other disorders of eyelid,FALSE,FALSE
Disorders of lacrimal system (H04),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H04,Disorders of lacrimal system,FALSE,FALSE
Disorders of orbit (H05),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H05,Disorders of orbit,FALSE,FALSE
Disorders of conjunctiva (H10-H13),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H10-H13,Disorders of conjunctiva,FALSE,FALSE
Conjunctivitis (H10),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H10,Conjunctivitis,FALSE,FALSE
Other disorders of conjunctiva (H11),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H11,Other disorders of conjunctiva,FALSE,FALSE
"Disorders of sclera, cornea, iris and ciliary body (H15-H22)",0,1,1,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H15-H22,"Disorders of sclera, cornea, iris and ciliary body",FALSE,FALSE
Disorders of sclera (H15),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H15,Disorders of sclera,FALSE,FALSE
Keratitis (H16),0,4,3,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H16,Keratitis,FALSE,FALSE
Corneal scars and opacities (H17),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H17,Corneal scars and opacities,FALSE,FALSE
Other disorders of cornea (H18),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H18,Other disorders of cornea,FALSE,FALSE
Iridocyclitis (H20),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H20,Iridocyclitis,FALSE,FALSE
Other disorders of iris and ciliary body (H21),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H21,Other disorders of iris and ciliary body,FALSE,FALSE
Disorders of lens (H25-H28),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H25-H28,Disorders of lens,FALSE,FALSE
Senile cataract (H25),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H25,Senile cataract,FALSE,FALSE
Other cataract (H26),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H26,Other cataract,FALSE,FALSE
Other disorders of lens (H27),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H27,Other disorders of lens,FALSE,FALSE
Disorders of choroid and retina (H30-H36),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H30-H36,Disorders of choroid and retina,FALSE,FALSE
Chorioretinal inflammation (H30),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H30,Chorioretinal inflammation,FALSE,FALSE
Other disorders of choroid (H31),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H31,Other disorders of choroid,FALSE,FALSE
Retinal detachments and breaks (H33),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H33,Retinal detachments and breaks,FALSE,FALSE
Retinal vascular occlusions (H34),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H34,Retinal vascular occlusions,FALSE,FALSE
Other retinal disorders (H35),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H35,Other retinal disorders,FALSE,FALSE
Glaucoma (H40-H42),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H40-H42,Glaucoma,FALSE,FALSE
Glaucoma (H40),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H40,Glaucoma,FALSE,FALSE
Disorders of vitreous body and globe (H43-H45),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H43-H45,Disorders of vitreous body and globe,FALSE,FALSE
Disorders of vitreous body (H43),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H43,Disorders of vitreous body,FALSE,FALSE
Disorders of globe (H44),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H44,Disorders of globe,FALSE,FALSE
Disorders of optic nerve and visual pathways (H46-H48),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H46-H48,Disorders of optic nerve and visual pathways,FALSE,FALSE
Optic neuritis (H46),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H46,Optic neuritis,FALSE,FALSE
Other disorders of optic [2nd] nerve and visual pathways (H47),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H47,Other disorders of optic [2nd] nerve and visual pathways,FALSE,FALSE
"Disorders of ocular muscles, binocular movement, accommodation and refraction (H49-H52)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H49-H52,"Disorders of ocular muscles, binocular movement, accommodation and refraction",FALSE,FALSE
Paralytic strabismus (H49),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H49,Paralytic strabismus,FALSE,FALSE
Other strabismus (H50),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H50,Other strabismus,FALSE,FALSE
Other disorders of binocular movement (H51),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H51,Other disorders of binocular movement,FALSE,FALSE
Disorders of refraction and accommodation (H52),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H52,Disorders of refraction and accommodation,FALSE,FALSE
Visual disturbances and blindness (H53-H54),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H53-H54,Visual disturbances and blindness,FALSE,FALSE
Visual disturbances (H53),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H53,Visual disturbances,FALSE,FALSE
Visual impairment including blindness (binocular or monocular) (H54),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Queensland,QLD,2024,H54,Visual impairment including blindness,FALSE,FALSE
